upstream_package,downstream_package,edge_type,criticality
REF_Load_UnknownMembers,AGG_Refresh_CustomerRolling12Month,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_DailyInventoryHealth,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_DailySalesSummary,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_DeliveryPerformanceSummary,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_FinanceCloseSummary,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_MonthlyMarginAnalysis,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_MonthlySalesSummary,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_ProductPerformance,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_PromotionEffectiveness,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_RegionalSalesPerformance,data:Dimension.*,medium
REF_Load_UnknownMembers,AGG_Refresh_SupplierPerformance,data:Dimension.*,medium
SLS_APAC_Load_Commission,C360_Build_CustomerProfile,data:Fact.Sale,medium
SLS_APAC_Load_Commission,C360_Build_RollingMetrics,data:Fact.Sale,medium
SLS_APAC_Load_Commission,FACT_Dedup_Sale,data:Fact.Sale,medium
SLS_APAC_Load_Commission,SLS_Export_PartnerFeed,data:Fact.Sale,medium
SLS_EU_Load_Commission,C360_Build_CustomerProfile,data:Fact.Sale,medium
SLS_EU_Load_Commission,C360_Build_RollingMetrics,data:Fact.Sale,medium
SLS_EU_Load_Commission,FACT_Dedup_Sale,data:Fact.Sale,medium
SLS_EU_Load_Commission,SLS_Export_PartnerFeed,data:Fact.Sale,medium
SLS_NA_Load_Commission,C360_Build_CustomerProfile,data:Fact.Sale,medium
SLS_NA_Load_Commission,C360_Build_RollingMetrics,data:Fact.Sale,medium
SLS_NA_Load_Commission,FACT_Dedup_Sale,data:Fact.Sale,medium
SLS_NA_Load_Commission,SLS_Export_PartnerFeed,data:Fact.Sale,medium
STG_Load_ApInvoice,FIN_Load_ApAging,data:stg.ApInvoice,high
STG_Load_ApInvoice,FIN_Load_WithholdingTax,data:stg.ApInvoiceLine,high
STG_Load_ApInvoice,STG_Work_PaymentMatch,data:stg.ApInvoice,medium
STG_Load_CostCenter,FIN_Load_CostAllocation,data:stg.CostCenter,high
STG_Load_Currency,FIN_Currency_Revaluation,data:stg.FxRate,high
STG_Load_Customer,DIM_APAC_Load_Customer,data:stg.Customer,high
STG_Load_Customer,DIM_EU_Load_Customer,data:stg.Customer,high
STG_Load_Customer,DIM_NA_Load_Customer,data:stg.Customer,high
STG_Load_Customer,DQ_Customer_Screen,data:stg.Customer,high
STG_Load_Customer,STG_Work_CustomerDedup,data:stg.Customer,medium
STG_Load_CustomerAddress,STG_Work_CustomerDedup,data:stg.CustomerAddress,medium
STG_Load_Employee,DIM_Load_Employee,data:stg.Employee,high
STG_Load_Employee,DIM_Load_Salesperson,data:stg.Salesperson,high
STG_Load_GlJournal,FIN_Load_GlPostings,data:stg.GlJournalLine,high
STG_Load_Order,DQ_OrderLine_Screen,data:stg.OrderLine,high
STG_Load_Order,DQ_Referential_Screen,data:stg.OrderLine,high
STG_Load_Order,FACT_Load_Order,data:stg.Order,high
STG_Load_Payment,DQ_Payment_Screen,data:stg.Payment,high
STG_Load_Payment,FACT_Load_Payment,data:stg.Payment,high
STG_Load_Payment,STG_Work_PaymentMatch,data:stg.Payment,medium
STG_Load_Product,STG_Work_ProductCrosswalk,data:stg.Product,medium
STG_Load_PromotionAndTerritory,DIM_Load_Promotion,data:stg.Promotion,high
STG_Load_PromotionAndTerritory,DIM_Load_SalesTerritory,data:stg.SalesTerritory,medium
STG_Load_PromotionAndTerritory,SLS_Load_PromotionRedemption,data:stg.Promotion,medium
STG_Load_PurchaseOrder,PRC_Load_PurchaseSpend,data:stg.PurchaseOrderLine,medium
STG_Load_ReturnAndCredit,FACT_Load_CreditNote,data:stg.CreditNote,high
STG_Load_ReturnAndCredit,FACT_Load_Return,data:stg.Return,high
STG_Load_Sale,DQ_InvoiceLine_Screen,data:stg.SaleLine,high
STG_Load_Sale,DQ_Referential_Screen,data:stg.SaleLine,high
STG_Load_Sale,FACT_APAC_Load_Sale,data:stg.SaleLine,high
STG_Load_Sale,FACT_EU_Load_Sale,data:stg.SaleLine,high
STG_Load_Sale,FACT_NA_Load_Sale,data:stg.SaleLine,high
STG_Load_Sale,SLS_APAC_Load_Commission,data:stg.SaleLine,medium
STG_Load_Sale,SLS_EU_Load_Commission,data:stg.SaleLine,medium
STG_Load_Sale,SLS_Load_QuotaAttainment,data:stg.SaleLine,medium
STG_Load_Sale,SLS_NA_Load_Commission,data:stg.SaleLine,medium
STG_Load_Shipment,FACT_Load_Shipment,data:stg.Shipment,medium
STG_Load_StockItem,DIM_Load_StockItem,data:stg.StockItem,high
STG_Load_StockItem,INV_Load_Replenishment,data:stg.StockItem,medium
STG_Load_StockItem,STG_Work_ProductCrosswalk,data:stg.StockItem,medium
STG_Load_StockMovement,INV_Load_CycleCountVariance,data:stg.StockMovement,medium
STG_Load_StockMovement,INV_Load_StockTransfer,data:stg.StockMovement,medium
STG_Load_StockMovement,STG_Work_InventoryPosition,data:stg.StockMovement,medium
STG_Load_Supplier,DIM_Load_Supplier,data:stg.Supplier,high
STG_Load_Supplier,DQ_Supplier_Screen,data:stg.Supplier,high
STG_Load_Supplier,PRC_Load_SupplierScorecard,data:stg.Supplier,medium
STG_Load_VendorContract,DIM_Load_VendorContract,data:stg.VendorContract,high
STG_Load_VendorContract,PRC_Load_ContractCompliance,data:stg.VendorContract,medium
STG_Load_WebSession,FACT_Load_WebSession,data:stg.WebSession,high
STG_Work_InventoryPosition,INV_Load_DailySnapshot,data:work.InventoryPositionDaily,medium
